Curve,x,y,Model
ROC,0.12695874640230254,0.7447552447552448,Logistic regression
ROC,0.12695874640230254,0.7465034965034965,Logistic regression
ROC,0.12759833706427887,0.7465034965034965,Logistic regression
ROC,0.12759833706427887,0.7517482517482518,Logistic regression
ROC,0.13047649504317238,0.7517482517482518,Logistic regression
ROC,0.13047649504317238,0.7534965034965035,Logistic regression
ROC,0.13175567636712504,0.7534965034965035,Logistic regression
ROC,0.13175567636712504,0.7552447552447552,Logistic regression
ROC,0.1343140390150304,0.7552447552447552,Logistic regression
ROC,0.1343140390150304,0.7604895104895105,Logistic regression
ROC,0.13719219699392388,0.7604895104895105,Logistic regression
ROC,0.13719219699392388,0.7622377622377622,Logistic regression
ROC,0.14039015030380556,0.7622377622377622,Logistic regression
ROC,0.14039015030380556,0.7657342657342657,Logistic regression
ROC,0.1410297409657819,0.7657342657342657,Logistic regression
ROC,0.1410297409657819,0.7674825174825175,Logistic regression
ROC,0.14166933162775824,0.7674825174825175,Logistic regression
ROC,0.14166933162775824,0.7692307692307693,Logistic regression
ROC,0.14262871762072274,0.7692307692307693,Logistic regression
ROC,0.14262871762072274,0.7709790209790209,Logistic regression
ROC,0.14422769427566356,0.7709790209790209,Logistic regression
ROC,0.14422769427566356,0.7727272727272727,Logistic regression
ROC,0.1509433962264151,0.7727272727272727,Logistic regression
ROC,0.1509433962264151,0.7744755244755245,Logistic regression
ROC,0.15254237288135594,0.7744755244755245,Logistic regression
ROC,0.15254237288135594,0.7762237762237763,Logistic regression
ROC,0.1576590981771666,0.7762237762237763,Logistic regression
ROC,0.1576590981771666,0.777972027972028,Logistic regression
ROC,0.15797889350815478,0.777972027972028,Logistic regression
ROC,0.15797889350815478,0.7797202797202797,Logistic regression
ROC,0.15829868883914294,0.7797202797202797,Logistic regression
ROC,0.15829868883914294,0.7814685314685315,Logistic regression
ROC,0.1586184841701311,0.7814685314685315,Logistic regression
ROC,0.1586184841701311,0.7832167832167832,Logistic regression
ROC,0.15957787016309563,0.7832167832167832,Logistic regression
ROC,0.15957787016309563,0.784965034965035,Logistic regression
ROC,0.16149664214902462,0.784965034965035,Logistic regression
ROC,0.16149664214902462,0.7867132867132867,Logistic regression
ROC,0.16213623281100095,0.7867132867132867,Logistic regression
ROC,0.16213623281100095,0.7884615384615384,Logistic regression
ROC,0.1637352094659418,0.7884615384615384,Logistic regression
ROC,0.1637352094659418,0.7902097902097902,Logistic regression
ROC,0.16405500479692997,0.7902097902097902,Logistic regression
ROC,0.16405500479692997,0.791958041958042,Logistic regression
ROC,0.1646945954589063,0.791958041958042,Logistic regression
ROC,0.1646945954589063,0.7937062937062938,Logistic regression
ROC,0.16533418612088263,0.7937062937062938,Logistic regression
ROC,0.16533418612088263,0.7954545454545454,Logistic regression
ROC,0.16757275343779982,0.7954545454545454,Logistic regression
ROC,0.16757275343779982,0.7972027972027972,Logistic regression
ROC,0.16821234409977615,0.7972027972027972,Logistic regression
ROC,0.16821234409977615,0.8006993006993007,Logistic regression
ROC,0.1685321394307643,0.8006993006993007,Logistic regression
ROC,0.1685321394307643,0.8041958041958042,Logistic regression
ROC,0.1694915254237288,0.8041958041958042,Logistic regression
ROC,0.1694915254237288,0.8059440559440559,Logistic regression
ROC,0.1707707067476815,0.8059440559440559,Logistic regression
ROC,0.1707707067476815,0.8076923076923077,Logistic regression
ROC,0.17620722737448033,0.8076923076923077,Logistic regression
ROC,0.17620722737448033,0.8094405594405595,Logistic regression
ROC,0.17812599936040935,0.8094405594405595,Logistic regression
ROC,0.17812599936040935,0.8111888111888111,Logistic regression
ROC,0.1816437480012792,0.8111888111888111,Logistic regression
ROC,0.1816437480012792,0.8129370629370629,Logistic regression
ROC,0.18356251998720818,0.8129370629370629,Logistic regression
ROC,0.18356251998720818,0.8146853146853147,Logistic regression
ROC,0.1912376079309242,0.8146853146853147,Logistic regression
ROC,0.1912376079309242,0.8164335664335665,Logistic regression
ROC,0.19443556124080588,0.8164335664335665,Logistic regression
ROC,0.19443556124080588,0.8181818181818182,Logistic regression
ROC,0.19539494723377038,0.8181818181818182,Logistic regression
ROC,0.19539494723377038,0.8199300699300699,Logistic regression
ROC,0.19667412855772307,0.8199300699300699,Logistic regression
ROC,0.19667412855772307,0.8234265734265734,Logistic regression
ROC,0.1982731052126639,0.8234265734265734,Logistic regression
ROC,0.1982731052126639,0.8251748251748252,Logistic regression
ROC,0.19987208186760475,0.8251748251748252,Logistic regression
ROC,0.19987208186760475,0.8269230769230769,Logistic regression
ROC,0.20498880716341542,0.8269230769230769,Logistic regression
ROC,0.20498880716341542,0.8286713286713286,Logistic regression
ROC,0.2059481931563799,0.8286713286713286,Logistic regression
ROC,0.2059481931563799,0.8304195804195804,Logistic regression
ROC,0.20658778381835624,0.8304195804195804,Logistic regression
ROC,0.20658778381835624,0.8321678321678322,Logistic regression
ROC,0.21010553245922609,0.8321678321678322,Logistic regression
ROC,0.21010553245922609,0.833916083916084,Logistic regression
ROC,0.2129836904381196,0.833916083916084,Logistic regression
ROC,0.2129836904381196,0.8356643356643356,Logistic regression
ROC,0.2139430764310841,0.8356643356643356,Logistic regression
ROC,0.2139430764310841,0.8374125874125874,Logistic regression
ROC,0.21490246242404862,0.8374125874125874,Logistic regression
ROC,0.21490246242404862,0.8391608391608392,Logistic regression
ROC,0.2158618484170131,0.8391608391608392,Logistic regression
ROC,0.2158618484170131,0.8426573426573427,Logistic regression
ROC,0.21714102974096577,0.8426573426573427,Logistic regression
ROC,0.21714102974096577,0.8444055944055944,Logistic regression
ROC,0.22257755036776464,0.8444055944055944,Logistic regression
ROC,0.22257755036776464,0.8479020979020979,Logistic regression
ROC,0.22545570834665815,0.8479020979020979,Logistic regression
ROC,0.22545570834665815,0.8496503496503497,Logistic regression
ROC,0.22609529900863448,0.8496503496503497,Logistic regression
ROC,0.22609529900863448,0.8513986013986014,Logistic regression
ROC,0.230892228973457,0.8513986013986014,Logistic regression
ROC,0.230892228973457,0.8531468531468531,Logistic regression
ROC,0.2356891589382795,0.8531468531468531,Logistic regression
ROC,0.2356891589382795,0.8548951048951049,Logistic regression
ROC,0.23824752158618484,0.8548951048951049,Logistic regression
ROC,0.23824752158618484,0.8566433566433567,Logistic regression
ROC,0.2395267029101375,0.8566433566433567,Logistic regression
ROC,0.2395267029101375,0.8583916083916084,Logistic regression
ROC,0.24688199552286536,0.8583916083916084,Logistic regression
ROC,0.24688199552286536,0.8601398601398601,Logistic regression
ROC,0.2494403581707707,0.8601398601398601,Logistic regression
ROC,0.2494403581707707,0.8618881118881119,Logistic regression
ROC,0.25487687879756954,0.8618881118881119,Logistic regression
ROC,0.25487687879756954,0.8636363636363636,Logistic regression
ROC,0.2571154461144867,0.8636363636363636,Logistic regression
ROC,0.2571154461144867,0.8653846153846154,Logistic regression
ROC,0.25775503677646305,0.8653846153846154,Logistic regression
ROC,0.25775503677646305,0.8671328671328671,Logistic regression
ROC,0.2587144227694276,0.8671328671328671,Logistic regression
ROC,0.2587144227694276,0.8688811188811189,Logistic regression
ROC,0.2590342181004157,0.8688811188811189,Logistic regression
ROC,0.2590342181004157,0.8706293706293706,Logistic regression
ROC,0.26063319475535657,0.8706293706293706,Logistic regression
ROC,0.26063319475535657,0.8723776223776224,Logistic regression
ROC,0.26287176207227375,0.8723776223776224,Logistic regression
ROC,0.26287176207227375,0.8741258741258742,Logistic regression
ROC,0.2631915574032619,0.8741258741258742,Logistic regression
ROC,0.2631915574032619,0.8758741258741258,Logistic regression
ROC,0.2638311480652383,0.8758741258741258,Logistic regression
ROC,0.2638311480652383,0.8776223776223776,Logistic regression
ROC,0.26479053405820274,0.8776223776223776,Logistic regression
ROC,0.26479053405820274,0.8811188811188811,Logistic regression
ROC,0.2654301247201791,0.8811188811188811,Logistic regression
ROC,0.2654301247201791,0.8828671328671329,Logistic regression
ROC,0.2692676686920371,0.8828671328671329,Logistic regression
ROC,0.2692676686920371,0.8846153846153846,Logistic regression
ROC,0.26958746402302525,0.8846153846153846,Logistic regression
ROC,0.26958746402302525,0.8863636363636364,Logistic regression
ROC,0.2734250079948833,0.8863636363636364,Logistic regression
ROC,0.2734250079948833,0.8881118881118881,Logistic regression
